rank	gene	description	n	cos	n_cos	N_cos	cos_ev	p	q
2873	NDRG2	NDRG family member 2	1	1	0	293	0	1	1
2874	NDST3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3	1	1	0	293	0	1	1
2875	NDUFA1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa	0	1	0	293	0	1	1
2876	NDUFA10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa	1	1	0	293	0	1	1
2877	NDUFA2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa	0	1	0	293	0	1	1
2878	NDUFA3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa	0	1	0	293	0	1	1
2879	NDUFA8	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa	1	1	0	293	0	1	1
2880	NDUFB2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa	0	1	0	293	0	1	1
2881	NDUFB9	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9, 22kDa	0	1	0	293	0	1	1
2882	NDUFS6	NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)	0	1	0	293	0	1	1
2883	NEB	nebulin	12	1	0	293	0	1	1
2884	NECAB3	N-terminal EF-hand calcium binding protein 3	0	1	0	293	0	1	1
2885	NEDD4	neural precursor cell expressed, developmentally down-regulated 4	1	2	0	586	0	1	1
2886	NEIL3	nei endonuclease VIII-like 3 (E. coli)	0	1	0	293	0	1	1
2887	NEK1	NIMA (never in mitosis gene a)-related kinase 1	2	2	0	586	0	1	1
2888	NEK10	NIMA (never in mitosis gene a)- related kinase 10	1	5	0	1465	0	1	1
2889	NEK11	NIMA (never in mitosis gene a)- related kinase 11	2	4	0	1172	0	1	1
2890	NEK4	NIMA (never in mitosis gene a)-related kinase 4	1	1	0	293	0	1	1
2891	NEK6	NIMA (never in mitosis gene a)-related kinase 6	0	1	0	293	0	1	1
2892	NEK7	NIMA (never in mitosis gene a)-related kinase 7	1	2	0	586	0	1	1
2893	NEK8	NIMA (never in mitosis gene a)- related kinase 8	0	3	0	879	0	1	1
2894	NEK9	NIMA (never in mitosis gene a)- related kinase 9	2	2	0	586	0	1	1
2895	NELL1	NEL-like 1 (chicken)	1	1	0	293	0	1	1
2896	NELL2	NEL-like 2 (chicken)	1	1	0	293	0	1	1
2897	NET1	neuroepithelial cell transforming gene 1	2	1	0	293	0	1	1
2898	NFATC1	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	1	1	0	293	0	1	1
2899	NFATC4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	2	1	0	293	0	1	1
2900	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)	0	1	0	293	0	1	1
2901	NFKBIA	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha	0	2	0	586	0	1	1
2902	NFKBIB	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, beta	0	1	0	293	0	1	1
2903	NFYC	nuclear transcription factor Y, gamma	0	2	0	586	0	1	1
2904	NGEF	neuronal guanine nucleotide exchange factor	1	4	0	1172	0	1	1
2905	NGF	nerve growth factor (beta polypeptide)	1	1	0	293	0	1	1
2906	NGRN	neugrin, neurite outgrowth associated	0	2	0	586	0	1	1
2907	NHEJ1	nonhomologous end-joining factor 1	1	1	0	293	0	1	1
2908	NHS	Nance-Horan syndrome (congenital cataracts and dental anomalies)	2	3	0	879	0	1	1
2909	NID1	nidogen 1	1	1	0	293	0	1	1
2910	NID2	nidogen 2 (osteonidogen)	3	5	0	1465	0	1	1
2911	NIN	ninein (GSK3B interacting protein)	1	4	0	1172	0	1	1
2912	NIP7	nuclear import 7 homolog (S. cerevisiae)	0	1	0	293	0	1	1
2913	NIPBL	Nipped-B homolog (Drosophila)	5	7	0	2051	0	1	1
2914	NISCH	nischarin	0	1	0	293	0	1	1
2915	NKG7	natural killer cell group 7 sequence	0	1	0	293	0	1	1
2916	NKRF	NFKB repressing factor	3	1	0	293	0	1	1
2917	NKX2-1	NK2 homeobox 1	0	1	0	293	0	1	1
2918	NKX2-5	NK2 transcription factor related, locus 5 (Drosophila)	0	1	0	293	0	1	1
2919	NLE1	notchless homolog 1 (Drosophila)	1	2	0	586	0	1	1
2920	NLGN1	neuroligin 1	1	3	0	879	0	1	1
2921	NLGN2	neuroligin 2	0	1	0	293	0	1	1
2922	NLGN4X	neuroligin 4, X-linked	0	2	0	586	0	1	1
2923	NLK	nemo-like kinase	0	2	0	586	0	1	1
2924	NLN	neurolysin (metallopeptidase M3 family)	0	1	0	293	0	1	1
2925	NLRC3	NLR family, CARD domain containing 3	1	1	0	293	0	1	1
2926	NLRC5	NLR family, CARD domain containing 5	3	1	0	293	0	1	1
2927	NLRP1	NLR family, pyrin domain containing 1	3	5	0	1465	0	1	1
2928	NLRP10	NLR family, pyrin domain containing 10	1	4	0	1172	0	1	1
2929	NLRP12	NLR family, pyrin domain containing 12	2	1	0	293	0	1	1
2930	NLRP13	NLR family, pyrin domain containing 13	2	2	0	586	0	1	1
2931	NLRP14	NLR family, pyrin domain containing 14	2	2	0	586	0	1	1
2932	NLRP3	NLR family, pyrin domain containing 3	1	4	0	1172	0	1	1
2933	NLRP5	NLR family, pyrin domain containing 5	4	2	0	586	0	1	1
2934	NLRP7	NLR family, pyrin domain containing 7	1	1	0	293	0	1	1
2935	NLRP8	NLR family, pyrin domain containing 8	1	5	0	1465	0	1	1
2936	NLRP9	NLR family, pyrin domain containing 9	5	3	0	879	0	1	1
2937	NMBR	neuromedin B receptor	0	3	0	879	0	1	1
2938	NME7	non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)	1	1	0	293	0	1	1
2939	NMUR1	neuromedin U receptor 1	0	1	0	293	0	1	1
2940	NNT	nicotinamide nucleotide transhydrogenase	5	1	0	293	0	1	1
2941	NODAL	nodal homolog (mouse)	0	2	0	586	0	1	1
2942	NOP16	NOP16 nucleolar protein homolog (yeast)	0	1	0	293	0	1	1
2943	NOS1AP	nitric oxide synthase 1 (neuronal) adaptor protein	4	1	0	293	0	1	1
2944	NOS2	nitric oxide synthase 2, inducible	2	1	0	293	0	1	1
2945	NOS3	nitric oxide synthase 3 (endothelial cell)	1	6	0	1758	0	1	1
2946	NOTCH1	Notch homolog 1, translocation-associated (Drosophila)	3	277	0	81161	0	1	1
2947	NOTCH2	Notch homolog 2 (Drosophila)	4	11	0	3223	0	1	1
2948	NOTCH3	Notch homolog 3 (Drosophila)	3	3	0	879	0	1	1
2949	NOTCH4	Notch homolog 4 (Drosophila)	0	8	0	2344	0	1	1
2950	NOV	nephroblastoma overexpressed gene	1	2	0	586	0	1	1
2951	NOVA1	neuro-oncological ventral antigen 1	0	2	0	586	0	1	1
2952	NOX4	NADPH oxidase 4	2	1	0	293	0	1	1
2953	NPBWR1	neuropeptides B/W receptor 1	1	1	0	293	0	1	1
2954	NPBWR2	neuropeptides B/W receptor 2	1	1	0	293	0	1	1
2955	NPC1L1	NPC1 (Niemann-Pick disease, type C1, gene)-like 1	1	1	0	293	0	1	1
2956	NPFFR2	neuropeptide FF receptor 2	3	1	0	293	0	1	1
2957	NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	1	29	0	8497	0	1	1
2958	NPR1	natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)	1	1	0	293	0	1	1
2959	NPSR1	neuropeptide S receptor 1	0	1	0	293	0	1	1
2960	NPTX2	neuronal pentraxin II	0	1	0	293	0	1	1
2961	NPTXR	neuronal pentraxin receptor	0	1	0	293	0	1	1
2962	NR0B1	nuclear receptor subfamily 0, group B, member 1	0	1	0	293	0	1	1
2963	NR1D1	nuclear receptor subfamily 1, group D, member 1	0	1	0	293	0	1	1
2964	NR1D2	nuclear receptor subfamily 1, group D, member 2	0	2	0	586	0	1	1
2965	NR1H4	nuclear receptor subfamily 1, group H, member 4	1	1	0	293	0	1	1
2966	NR2E1	nuclear receptor subfamily 2, group E, member 1	0	1	0	293	0	1	1
2967	NR3C2	nuclear receptor subfamily 3, group C, member 2	0	1	0	293	0	1	1
2968	NR5A2	nuclear receptor subfamily 5, group A, member 2	2	1	0	293	0	1	1
2969	NRAP	nebulin-related anchoring protein	2	2	0	586	0	1	1
2970	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	1	28	0	8204	0	1	1
2971	NRBP1	nuclear receptor binding protein 1	1	2	0	586	0	1	1
2972	NRBP2	nuclear receptor binding protein 2	1	1	0	293	0	1	1
2973	NRCAM	neuronal cell adhesion molecule	2	2	0	586	0	1	1
2974	NRK	Nik related kinase	1	5	0	1465	0	1	1
2975	NRN1L	neuritin 1-like	0	1	0	293	0	1	1
2976	NRP1	neuropilin 1	3	1	0	293	0	1	1
2977	NRXN2	neurexin 2	2	1	0	293	0	1	1
2978	NRXN3	neurexin 3	2	2	0	586	0	1	1
2979	NSMCE2	non-SMC element 2, MMS21 homolog (S. cerevisiae)	0	1	0	293	0	1	1
2980	NT5E	5'-nucleotidase, ecto (CD73)	0	1	0	293	0	1	1
2981	NTHL1	nth endonuclease III-like 1 (E. coli)	0	1	0	293	0	1	1
2982	NTM	neurotrimin	0	1	0	293	0	1	1
2983	NTN3	netrin 3	0	1	0	293	0	1	1
2984	NTRK1	neurotrophic tyrosine kinase, receptor, type 1	2	9	0	2637	0	1	1
2985	NTRK2	neurotrophic tyrosine kinase, receptor, type 2	0	8	0	2344	0	1	1
2986	NUAK2	NUAK family, SNF1-like kinase, 2	3	2	0	586	0	1	1
2987	NUDT14	nudix (nucleoside diphosphate linked moiety X)-type motif 14	0	1	0	293	0	1	1
2988	NUMA1	nuclear mitotic apparatus protein 1	1	3	0	879	0	1	1
2989	NUP133	nucleoporin 133kDa	4	3	0	879	0	1	1
2990	NUP153	nucleoporin 153kDa	4	3	0	879	0	1	1
2991	NUP160	nucleoporin 160kDa	5	2	0	586	0	1	1
2992	NUP188	nucleoporin 188kDa	1	1	0	293	0	1	1
2993	NUP210	nucleoporin 210kDa	1	1	0	293	0	1	1
2994	NUP210L	nucleoporin 210kDa-like	4	2	0	586	0	1	1
2995	NUP214	nucleoporin 214kDa	2	4	0	1172	0	1	1
2996	NUP54	nucleoporin 54kDa	0	1	0	293	0	1	1
2997	NUP88	nucleoporin 88kDa	1	1	0	293	0	1	1
2998	NUP93	nucleoporin 93kDa	1	1	0	293	0	1	1
2999	NUP98	nucleoporin 98kDa	3	5	0	1465	0	1	1
3000	NUPL2	nucleoporin like 2	3	1	0	293	0	1	1
3001	NUS1	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)	0	1	0	293	0	1	1
3002	NXF3	nuclear RNA export factor 3	0	1	0	293	0	1	1
3003	NXF5	nuclear RNA export factor 5	2	1	0	293	0	1	1
3004	NXN	nucleoredoxin	0	1	0	293	0	1	1
3005	NXPH1	neurexophilin 1	0	1	0	293	0	1	1
3006	NXPH2	neurexophilin 2	0	1	0	293	0	1	1
3007	NYX	nyctalopin	2	2	0	586	0	1	1
3008	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	2	16	0	4688	0	1	1
3009	OC90	otoconin 90	1	1	0	293	0	1	1
3010	OCA2	oculocutaneous albinism II	1	1	0	293	0	1	1
3011	OCRL	oculocerebrorenal syndrome of Lowe	2	2	0	586	0	1	1
3012	ODAM	odontogenic, ameloblast asssociated	0	1	0	293	0	1	1
3013	ODZ1	odz, odd Oz/ten-m homolog 1(Drosophila)	4	9	0	2637	0	1	1
3014	OLA1	Obg-like ATPase 1	0	1	0	293	0	1	1
3015	OLFM2	olfactomedin 2	0	2	0	586	0	1	1
3016	OLFM3	olfactomedin 3	1	1	0	293	0	1	1
3017	OLIG2	oligodendrocyte lineage transcription factor 2	0	2	0	586	0	1	1
3018	OMA1	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)	0	1	0	293	0	1	1
3019	OPRD1	opioid receptor, delta 1	3	1	0	293	0	1	1
3020	OR10G3	olfactory receptor, family 10, subfamily G, member 3	2	1	0	293	0	1	1
3021	OR10H2	olfactory receptor, family 10, subfamily H, member 2	1	1	0	293	0	1	1
3022	OR10T2	olfactory receptor, family 10, subfamily T, member 2	1	1	0	293	0	1	1
3023	OR12D3	olfactory receptor, family 12, subfamily D, member 3	2	1	0	293	0	1	1
3024	OR13J1	olfactory receptor, family 13, subfamily J, member 1	0	1	0	293	0	1	1
3025	OR1E2	olfactory receptor, family 1, subfamily E, member 2	0	1	0	293	0	1	1
3026	OR1J1	olfactory receptor, family 1, subfamily J, member 1	0	1	0	293	0	1	1
3027	OR1J2	olfactory receptor, family 1, subfamily J, member 2	1	1	0	293	0	1	1
3028	OR1L8	olfactory receptor, family 1, subfamily L, member 8	0	1	0	293	0	1	1
3029	OR1N1	olfactory receptor, family 1, subfamily N, member 1	0	1	0	293	0	1	1
3030	OR2A12	olfactory receptor, family 2, subfamily A, member 12	1	1	0	293	0	1	1
3031	OR2AG1	olfactory receptor, family 2, subfamily AG, member 1	2	1	0	293	0	1	1
3032	OR2D2	olfactory receptor, family 2, subfamily D, member 2	0	1	0	293	0	1	1
3033	OR2G3	olfactory receptor, family 2, subfamily G, member 3	1	1	0	293	0	1	1
3034	OR2L13	olfactory receptor, family 2, subfamily L, member 13	2	2	0	586	0	1	1
3035	OR2L2	olfactory receptor, family 2, subfamily L, member 2	2	1	0	293	0	1	1
3036	OR2S2	olfactory receptor, family 2, subfamily S, member 2	0	1	0	293	0	1	1
3037	OR2T11	olfactory receptor, family 2, subfamily T, member 11	0	1	0	293	0	1	1
3038	OR2T4	olfactory receptor, family 2, subfamily T, member 4	1	1	0	293	0	1	1
3039	OR2V2	olfactory receptor, family 2, subfamily V, member 2	0	1	0	293	0	1	1
3040	OR2Y1	olfactory receptor, family 2, subfamily Y, member 1	0	1	0	293	0	1	1
3041	OR2Z1	olfactory receptor, family 2, subfamily Z, member 1	0	1	0	293	0	1	1
3042	OR4D11	olfactory receptor, family 4, subfamily D, member 11	0	1	0	293	0	1	1
3043	OR4P4	olfactory receptor, family 4, subfamily P, member 4	2	1	0	293	0	1	1
3044	OR4S2	olfactory receptor, family 4, subfamily S, member 2	1	1	0	293	0	1	1
3045	OR52A5	olfactory receptor, family 52, subfamily A, member 5	0	3	0	879	0	1	1
3046	OR52E6	olfactory receptor, family 52, subfamily E, member 6	1	1	0	293	0	1	1
3047	OR56B1	olfactory receptor, family 56, subfamily B, member 1	0	1	0	293	0	1	1
3048	OR56B4	olfactory receptor, family 56, subfamily B, member 4	0	1	0	293	0	1	1
3049	OR5AP2	olfactory receptor, family 5, subfamily AP, member 2	1	1	0	293	0	1	1
3050	OR5M8	olfactory receptor, family 5, subfamily M, member 8	3	1	0	293	0	1	1
3051	OR5P2	olfactory receptor, family 5, subfamily P, member 2	1	1	0	293	0	1	1
3052	OR6C74	olfactory receptor, family 6, subfamily C, member 74	0	1	0	293	0	1	1
3053	OR7A5	olfactory receptor, family 7, subfamily A, member 5	1	1	0	293	0	1	1
3054	OR7D4	olfactory receptor, family 7, subfamily D, member 4	1	1	0	293	0	1	1
3055	OR8D2	olfactory receptor, family 8, subfamily D, member 2	0	1	0	293	0	1	1
3056	OR8K3	olfactory receptor, family 8, subfamily K, member 3	0	1	0	293	0	1	1
3057	OR9K2	olfactory receptor, family 9, subfamily K, member 2	0	1	0	293	0	1	1
3058	ORAI2	ORAI calcium release-activated calcium modulator 2	0	1	0	293	0	1	1
3059	ORC6L	origin recognition complex, subunit 6 like (yeast)	1	1	0	293	0	1	1
3060	OSBP	oxysterol binding protein	1	1	0	293	0	1	1
3061	OSBPL11	oxysterol binding protein-like 11	1	1	0	293	0	1	1
3062	OSBPL3	oxysterol binding protein-like 3	0	1	0	293	0	1	1
3063	OSBPL5	oxysterol binding protein-like 5	1	1	0	293	0	1	1
3064	OSBPL9	oxysterol binding protein-like 9	2	1	0	293	0	1	1
3065	OSMR	oncostatin M receptor	1	1	0	293	0	1	1
3066	OSTC	oligosaccharyltransferase complex subunit	0	1	0	293	0	1	1
3067	OSTM1	osteopetrosis associated transmembrane protein 1	0	1	0	293	0	1	1
3068	OTC	ornithine carbamoyltransferase	1	1	0	293	0	1	1
3069	OTOF	otoferlin	5	2	0	586	0	1	1
3070	OTOP2	otopetrin 2	1	1	0	293	0	1	1
3071	OTUD4	OTU domain containing 4	1	1	0	293	0	1	1
3072	OVCH1	ovochymase 1	3	3	0	879	0	1	1
3073	OVGP1	oviductal glycoprotein 1, 120kDa (mucin 9, oviductin)	0	1	0	293	0	1	1
3074	OVOL2	ovo-like 2 (Drosophila)	0	1	0	293	0	1	1
3075	OXCT1	3-oxoacid CoA transferase 1	1	1	0	293	0	1	1
3076	OXGR1	oxoglutarate (alpha-ketoglutarate) receptor 1	0	1	0	293	0	1	1
3077	OXSM	3-oxoacyl-ACP synthase, mitochondrial	2	1	0	293	0	1	1
3078	OXSR1	oxidative-stress responsive 1	2	1	0	293	0	1	1
3079	P2RX7	purinergic receptor P2X, ligand-gated ion channel, 7	0	2	0	586	0	1	1
3080	P2RY10	purinergic receptor P2Y, G-protein coupled, 10	0	1	0	293	0	1	1
3081	P2RY14	purinergic receptor P2Y, G-protein coupled, 14	1	2	0	586	0	1	1
3082	P4HTM	prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)	0	2	0	586	0	1	1
3083	PABPC3	poly(A) binding protein, cytoplasmic 3	1	1	0	293	0	1	1
3084	PABPC5	poly(A) binding protein, cytoplasmic 5	1	1	0	293	0	1	1
3085	PADI2	peptidyl arginine deiminase, type II	0	1	0	293	0	1	1
3086	PADI3	peptidyl arginine deiminase, type III	1	1	0	293	0	1	1
3087	PAFAH1B2	platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa	1	1	0	293	0	1	1
3088	PAK3	p21 (CDKN1A)-activated kinase 3	1	6	0	1758	0	1	1
3089	PAK4	p21(CDKN1A)-activated kinase 4	2	3	0	879	0	1	1
3090	PAK6	p21(CDKN1A)-activated kinase 6	0	5	0	1465	0	1	1
3091	PAK7	p21(CDKN1A)-activated kinase 7	2	10	0	2930	0	1	1
3092	PALB2	partner and localizer of BRCA2	1	3	0	879	0	1	1
3093	PALM2-AKAP2	PALM2-AKAP2	2	2	0	586	0	1	1
3094	PAN2	PAN2 polyA specific ribonuclease subunit homolog (S. cerevisiae)	2	1	0	293	0	1	1
3095	PANK4	pantothenate kinase 4	0	1	0	293	0	1	1
3096	PANX2	pannexin 2	0	1	0	293	0	1	1
3097	PAPOLG	poly(A) polymerase gamma	3	1	0	293	0	1	1
3098	PAPPA2	pappalysin 2	4	6	0	1758	0	1	1
3099	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	1	1	0	293	0	1	1
3100	PARP1	poly (ADP-ribose) polymerase family, member 1	2	2	0	586	0	1	1
3101	PARP11	poly (ADP-ribose) polymerase family, member 11	1	4	0	1172	0	1	1
3102	PARP8	poly (ADP-ribose) polymerase family, member 8	1	1	0	293	0	1	1
3103	PASK	PAS domain containing serine/threonine kinase	1	2	0	586	0	1	1
3104	PAX5	paired box 5	0	3	0	879	0	1	1
3105	PAX9	paired box 9	1	1	0	293	0	1	1
3106	PAXIP1	PAX interacting (with transcription-activation domain) protein 1	0	4	0	1172	0	1	1
3107	PBX4	pre-B-cell leukemia homeobox 4	0	1	0	293	0	1	1
3108	PBXIP1	pre-B-cell leukemia homeobox interacting protein 1	2	1	0	293	0	1	1
3109	PC	pyruvate carboxylase	1	2	0	586	0	1	1
3110	PCCA	propionyl Coenzyme A carboxylase, alpha polypeptide	2	1	0	293	0	1	1
3111	PCDH11X	protocadherin 11 X-linked	3	2	0	586	0	1	1
3112	PCDH19	protocadherin 19	1	3	0	879	0	1	1
3113	PCDH20	protocadherin 20	2	1	0	293	0	1	1
3114	PCDH7	protocadherin 7	6	2	0	586	0	1	1
3115	PCDH8	protocadherin 8	0	1	0	293	0	1	1
3116	PCDHA13	protocadherin alpha 13	1	1	0	293	0	1	1
3117	PCDHB15	protocadherin beta 15	3	2	0	586	0	1	1
3118	PCGF2	polycomb group ring finger 2	1	1	0	293	0	1	1
3119	PCGF6	polycomb group ring finger 6	1	1	0	293	0	1	1
3120	PCNA	proliferating cell nuclear antigen	1	1	0	293	0	1	1
3121	PCNXL2	pecanex-like 2 (Drosophila)	7	1	0	293	0	1	1
3122	PCSK2	proprotein convertase subtilisin/kexin type 2	3	1	0	293	0	1	1
3123	PCSK5	proprotein convertase subtilisin/kexin type 5	1	1	0	293	0	1	1
3124	PCTP	phosphatidylcholine transfer protein	1	1	0	293	0	1	1
3125	PCYOX1	prenylcysteine oxidase 1	1	1	0	293	0	1	1
3126	PDCD11	programmed cell death 11	2	2	0	586	0	1	1
3127	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	0	1	0	293	0	1	1
3128	PDCD5	programmed cell death 5	0	1	0	293	0	1	1
3129	PDCD6	programmed cell death 6	0	1	0	293	0	1	1
3130	PDCD6IP	programmed cell death 6 interacting protein	3	1	0	293	0	1	1
3131	PDE1C	phosphodiesterase 1C, calmodulin-dependent 70kDa	2	1	0	293	0	1	1
3132	PDE2A	phosphodiesterase 2A, cGMP-stimulated	3	1	0	293	0	1	1
3133	PDE4D	phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)	1	2	0	586	0	1	1
3134	PDGFC	platelet derived growth factor C	0	1	0	293	0	1	1
3135	PDGFD	platelet derived growth factor D	1	1	0	293	0	1	1
3136	PDGFRA	platelet-derived growth factor receptor, alpha polypeptide	5	65	0	19045	0	1	1
3137	PDGFRB	platelet-derived growth factor receptor, beta polypeptide	1	7	0	2051	0	1	1
3138	PDHA2	pyruvate dehydrogenase (lipoamide) alpha 2	0	1	0	293	0	1	1
3139	PDHB	pyruvate dehydrogenase (lipoamide) beta	1	1	0	293	0	1	1
3140	PDHX	pyruvate dehydrogenase complex, component X	1	1	0	293	0	1	1
3141	PDIA2	protein disulfide isomerase family A, member 2	1	1	0	293	0	1	1
3142	PDILT	protein disulfide isomerase-like, testis expressed	0	1	0	293	0	1	1
3143	PDK1	pyruvate dehydrogenase kinase, isozyme 1	1	1	0	293	0	1	1
3144	PDK2	pyruvate dehydrogenase kinase, isozyme 2	1	2	0	586	0	1	1
3145	PDK3	pyruvate dehydrogenase kinase, isozyme 3	1	2	0	586	0	1	1
3146	PDLIM7	PDZ and LIM domain 7 (enigma)	0	1	0	293	0	1	1
3147	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1	0	1	0	293	0	1	1
3148	PDPK1	3-phosphoinositide dependent protein kinase-1	0	1	0	293	0	1	1
3149	PDZD2	PDZ domain containing 2	6	3	0	879	0	1	1
3150	PDZD3	PDZ domain containing 3	4	1	0	293	0	1	1
3151	PDZD4	PDZ domain containing 4	0	1	0	293	0	1	1
3152	PDZRN4	PDZ domain containing RING finger 4	0	4	0	1172	0	1	1
3153	PEG3	paternally expressed 3	5	1	0	293	0	1	1
3154	PER1	period homolog 1 (Drosophila)	5	6	0	1758	0	1	1
3155	PER2	period homolog 2 (Drosophila)	3	1	0	293	0	1	1
3156	PEX1	peroxisome biogenesis factor 1	4	1	0	293	0	1	1
3157	PEX10	peroxisome biogenesis factor 10	0	1	0	293	0	1	1
3158	PEX5L	peroxisomal biogenesis factor 5-like	1	1	0	293	0	1	1
3159	PFAS	phosphoribosylformylglycinamidine synthase (FGAR amidotransferase)	1	1	0	293	0	1	1
3160	PFKFB3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	1	1	0	293	0	1	1
3161	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	0	1	0	293	0	1	1
3162	PFKM	phosphofructokinase, muscle	1	1	0	293	0	1	1
3163	PFKP	phosphofructokinase, platelet	0	1	0	293	0	1	1
3164	PGAP1	post-GPI attachment to proteins 1	2	1	0	293	0	1	1
3165	PGBD3	piggyBac transposable element derived 3	1	1	0	293	0	1	1
3166	PGM1	phosphoglucomutase 1	0	1	0	293	0	1	1
3167	PGR	progesterone receptor	2	2	0	586	0	1	1
3168	PHC1	polyhomeotic homolog 1 (Drosophila)	0	1	0	293	0	1	1
3169	PHF10	PHD finger protein 10	0	1	0	293	0	1	1
3170	PHF14	PHD finger protein 14	2	3	0	879	0	1	1
3171	PHF21B	PHD finger protein 21B	1	1	0	293	0	1	1
3172	PHF3	PHD finger protein 3	6	2	0	586	0	1	1
3173	PHF7	PHD finger protein 7	0	1	0	293	0	1	1
3174	PHIP	pleckstrin homology domain interacting protein	4	4	0	1172	0	1	1
3175	PHKA2	phosphorylase kinase, alpha 2 (liver)	1	1	0	293	0	1	1
3176	PHKB	phosphorylase kinase, beta	1	2	0	586	0	1	1
3177	PHKG1	phosphorylase kinase, gamma 1 (muscle)	0	1	0	293	0	1	1
3178	PHLPP2	PH domain and leucine rich repeat protein phosphatase 2	4	1	0	293	0	1	1
3179	PHOX2B	paired-like homeobox 2b	0	4	0	1172	0	1	1
3180	PI15	peptidase inhibitor 15	1	2	0	586	0	1	1
3181	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	1	1	0	293	0	1	1
3182	PI4KA	phosphatidylinositol 4-kinase, catalytic, alpha	9	3	0	879	0	1	1
3183	PIGC	phosphatidylinositol glycan anchor biosynthesis, class C	1	1	0	293	0	1	1
3184	PIGG	phosphatidylinositol glycan anchor biosynthesis, class G	2	1	0	293	0	1	1
3185	PIGM	phosphatidylinositol glycan anchor biosynthesis, class M	1	1	0	293	0	1	1
3186	PIGN	phosphatidylinositol glycan anchor biosynthesis, class N	2	1	0	293	0	1	1
3187	PIGO	phosphatidylinositol glycan anchor biosynthesis, class O	1	2	0	586	0	1	1
3188	PIGQ	phosphatidylinositol glycan anchor biosynthesis, class Q	2	1	0	293	0	1	1
3189	PIGR	polymeric immunoglobulin receptor	3	1	0	293	0	1	1
3190	PIGS	phosphatidylinositol glycan anchor biosynthesis, class S	0	3	0	879	0	1	1
3191	PIK3C2A	phosphoinositide-3-kinase, class 2, alpha polypeptide	2	5	0	1465	0	1	1
3192	PIK3C2B	phosphoinositide-3-kinase, class 2, beta polypeptide	0	3	0	879	0	1	1
3193	PIK3C2G	phosphoinositide-3-kinase, class 2, gamma polypeptide	1	10	0	2930	0	1	1
3194	PIK3CB	phosphoinositide-3-kinase, catalytic, beta polypeptide	2	1	0	293	0	1	1
3195	PIK3CD	phosphoinositide-3-kinase, catalytic, delta polypeptide	1	2	0	586	0	1	1
3196	PIK3CG	phosphoinositide-3-kinase, catalytic, gamma polypeptide	4	13	0	3809	0	1	1
3197	PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	1	33	0	9669	0	1	1
3198	PIK3R2	phosphoinositide-3-kinase, regulatory subunit 2 (beta)	1	3	0	879	0	1	1
3199	PIK3R4	phosphoinositide-3-kinase, regulatory subunit 4	6	2	0	586	0	1	1
3200	PIK3R5	phosphoinositide-3-kinase, regulatory subunit 5	2	1	0	293	0	1	1
3201	PIKFYVE	phosphoinositide kinase, FYVE finger containing	3	3	0	879	0	1	1
3202	PIM1	pim-1 oncogene	0	2	0	586	0	1	1
3203	PIM2	pim-2 oncogene	0	1	0	293	0	1	1
3204	PINK1	PTEN induced putative kinase 1	1	1	0	293	0	1	1
3205	PINX1	PIN2/TERF1 interacting, telomerase inhibitor 1	0	6	0	1758	0	1	1
3206	PION	pigeon homolog (Drosophila)	0	1	0	293	0	1	1
3207	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	1	1	0	293	0	1	1
