rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_ks	p_cons	p_joint	p	q
7116	PFKFB2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2	481632	1	1	1	1	0	0	1	0	0	0	0.567	0.883	NaN	NaN	NaN	0.567	1.000
7117	PCDHGB5	protocadherin gamma subfamily B, 5	773578	1	1	1	0	0	0	0	1	0	0	0.568	0.819	NaN	NaN	NaN	0.568	1.000
7118	C13orf23	chromosome 13 open reading frame 23	845555	1	1	1	1	0	0	1	0	0	0	0.568	0.827	NaN	NaN	NaN	0.568	1.000
7119	HTATSF1	HIV-1 Tat specific factor 1	675072	2	2	2	0	0	0	1	1	0	0	0.256	0.613	0.520	0.908	0.899	0.568	1.000
7120	MUM1L1	melanoma associated antigen (mutated) 1-like 1	509184	1	1	1	0	0	0	0	1	0	0	0.568	0.861	NaN	NaN	NaN	0.568	1.000
7121	UBQLN4	ubiquilin 4	471354	1	1	1	0	0	0	0	1	0	0	0.568	0.814	NaN	NaN	NaN	0.568	1.000
7122	TTBK2	tau tubulin kinase 2	1110757	2	2	2	0	0	0	1	1	0	0	0.589	0.558	0.101	0.439	0.391	0.569	1.000
7123	MYST2	MYST histone acetyltransferase 2	555074	2	2	2	0	0	0	1	1	0	0	0.232	0.567	0.229	0.186	0.995	0.569	1.000
7124	PRR14	proline rich 14	526669	1	1	1	0	0	0	1	0	0	0	0.569	0.650	NaN	NaN	NaN	0.569	1.000
7125	HUNK	hormonally upregulated Neu-associated kinase	601465	1	1	1	0	0	0	0	1	0	0	0.569	0.832	NaN	NaN	NaN	0.569	1.000
7126	GRIA4	glutamate receptor, ionotrophic, AMPA 4	887750	1	1	1	0	0	0	1	0	0	0	0.569	0.683	NaN	NaN	NaN	0.569	1.000
7127	MIA3	melanoma inhibitory activity family, member 3	1669749	2	2	2	0	0	0	0	2	0	0	0.780	0.730	0.926	0.118	0.295	0.569	1.000
7128	GTF3C1	general transcription factor IIIC, polypeptide 1, alpha 220kDa	1852163	3	3	3	1	0	0	1	2	0	0	0.681	0.768	0.137	0.988	0.339	0.569	1.000
7129	CACNB2	calcium channel, voltage-dependent, beta 2 subunit	628552	1	1	1	0	0	0	0	1	0	0	0.569	0.837	NaN	NaN	NaN	0.569	1.000
7130	KBTBD7	kelch repeat and BTB (POZ) domain containing 7	603060	1	1	1	0	0	0	0	1	0	0	0.569	0.834	NaN	NaN	NaN	0.569	1.000
7131	LRP12	low density lipoprotein-related protein 12	758223	1	1	1	1	0	0	1	0	0	0	0.570	0.950	NaN	NaN	NaN	0.570	1.000
7132	DIS3L	DIS3 mitotic control homolog (S. cerevisiae)-like	900156	2	2	2	0	0	2	0	0	0	0	0.299	0.376	0.307	0.457	0.775	0.570	1.000
7133	IKZF3	IKAROS family zinc finger 3 (Aiolos)	457666	2	2	2	0	0	0	1	1	0	0	0.231	0.576	0.254	0.937	1.000	0.570	1.000
7134	NLRP10	NLR family, pyrin domain containing 10	578968	1	1	1	0	0	0	0	1	0	0	0.570	0.850	NaN	NaN	NaN	0.570	1.000
7135	SH2B1	SH2B adaptor protein 1	606546	1	1	1	0	0	0	0	1	0	0	0.570	0.793	NaN	NaN	NaN	0.570	1.000
7136	PARP4	poly (ADP-ribose) polymerase family, member 4	1504377	2	2	2	1	0	0	1	1	0	0	0.726	0.831	0.415	0.294	0.319	0.570	1.000
7137	ANKMY1	ankyrin repeat and MYND domain containing 1	908599	1	1	1	0	0	1	0	0	0	0	0.570	0.815	NaN	NaN	NaN	0.570	1.000
7138	SMC2	structural maintenance of chromosomes 2	1081053	3	3	3	1	0	1	1	1	0	0	0.232	0.565	0.512	0.778	1.000	0.570	1.000
7139	SLC26A8	solute carrier family 26, member 8	875659	2	2	2	2	0	0	1	1	0	0	1.000	0.914	0.431	0.0921	0.232	0.571	1.000
7140	ZNF354B	zinc finger protein 354B	533993	1	1	1	1	0	0	0	1	0	0	0.571	0.956	NaN	NaN	NaN	0.571	1.000
7141	BBS2	Bardet-Biedl syndrome 2	654397	1	1	1	1	0	0	0	1	0	0	0.571	0.944	NaN	NaN	NaN	0.571	1.000
7142	ZNF326	zinc finger protein 326	521271	1	1	1	0	0	0	0	1	0	0	0.571	0.856	NaN	NaN	NaN	0.571	1.000
7143	CYP2J2	cytochrome P450, family 2, subfamily J, polypeptide 2	452479	1	1	1	1	0	0	0	1	0	0	0.571	0.975	NaN	NaN	NaN	0.571	1.000
7144	ARIH1	ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)	448073	1	1	1	1	0	0	0	1	0	0	0.571	0.970	NaN	NaN	NaN	0.571	1.000
7145	CCDC33	coiled-coil domain containing 33	740530	2	2	2	0	0	0	1	1	0	0	0.373	0.527	0.501	0.266	0.622	0.571	1.000
7146	MCM6	minichromosome maintenance complex component 6	741957	1	1	1	0	0	0	0	1	0	0	0.571	0.842	NaN	NaN	NaN	0.571	1.000
7147	EIF2C4	eukaryotic translation initiation factor 2C, 4	771935	2	2	2	0	0	1	0	0	1	0	0.232	0.411	1.000	0.332	1.000	0.571	1.000
7148	SLC8A1	solute carrier family 8 (sodium/calcium exchanger), member 1	867860	3	3	3	1	0	0	1	2	0	0	0.232	0.754	0.706	0.794	1.000	0.571	1.000
7149	C12orf26	chromosome 12 open reading frame 26	544924	1	1	1	0	0	0	1	0	0	0	0.571	0.676	NaN	NaN	NaN	0.571	1.000
7150	SAMD9	sterile alpha motif domain containing 9	1398782	5	5	5	3	0	0	2	3	0	0	1.000	0.885	0.134	0.738	0.232	0.571	1.000
7151	CORO2A	coronin, actin binding protein, 2A	463199	1	1	1	0	0	0	0	1	0	0	0.572	0.832	NaN	NaN	NaN	0.572	1.000
7152	RAD51AP2	RAD51 associated protein 2	1022891	5	5	5	2	0	0	3	2	0	0	0.274	0.845	0.502	0.871	0.849	0.572	1.000
7153	KIAA1486		493166	2	2	2	0	1	0	0	1	0	0	0.233	0.509	0.777	0.941	1.000	0.572	1.000
7154	SLC7A14	solute carrier family 7 (cationic amino acid transporter, y+ system), member 14	686647	3	3	3	2	0	1	1	1	0	0	0.522	0.819	0.720	0.0733	0.446	0.572	1.000
7155	BCL9L	B-cell CLL/lymphoma 9-like	1167955	2	2	2	1	0	0	0	1	1	0	0.550	0.935	0.0610	0.782	0.424	0.572	1.000
7156	ZNF238	zinc finger protein 238	469972	1	1	1	0	0	0	0	1	0	0	0.572	0.853	NaN	NaN	NaN	0.572	1.000
7157	DNM2	dynamin 2	774856	1	1	1	0	0	1	0	0	0	0	0.573	0.818	NaN	NaN	NaN	0.573	1.000
7158	PTPN22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	740494	2	2	2	0	0	0	1	0	1	0	0.288	0.583	0.801	0.365	0.810	0.573	1.000
7159	ZNF28	zinc finger protein 28	586586	1	1	1	0	0	0	0	1	0	0	0.573	0.875	NaN	NaN	NaN	0.573	1.000
7160	PSD2	pleckstrin and Sec7 domain containing 2	693480	1	1	1	1	0	0	1	0	0	0	0.573	0.859	NaN	NaN	NaN	0.573	1.000
7161	EP400	E1A binding protein p400	2506380	3	3	3	3	0	0	2	0	1	0	0.972	0.915	0.111	0.602	0.240	0.573	1.000
7162	FRY	furry homolog (Drosophila)	2720649	7	7	7	1	0	1	1	4	1	0	0.280	0.378	0.660	0.510	0.834	0.574	1.000
7163	GAS7	growth arrest-specific 7	450607	1	1	1	1	1	0	0	0	0	0	0.574	0.882	NaN	NaN	NaN	0.574	1.000
7164	C3orf59	chromosome 3 open reading frame 59	434812	1	1	1	0	0	0	0	1	0	0	0.574	0.841	NaN	NaN	NaN	0.574	1.000
7165	CUL2	cullin 2	677380	1	1	1	0	0	0	1	0	0	0	0.574	0.684	NaN	NaN	NaN	0.574	1.000
7166	GPR155	G protein-coupled receptor 155	783189	1	1	1	0	0	0	0	1	0	0	0.574	0.837	NaN	NaN	NaN	0.574	1.000
7167	CYP2C19	cytochrome P450, family 2, subfamily C, polypeptide 19	441844	1	1	1	1	0	0	0	1	0	0	0.574	0.946	NaN	NaN	NaN	0.574	1.000
7168	ZMYND11	zinc finger, MYND domain containing 11	551616	1	1	1	1	0	0	0	1	0	0	0.574	0.959	NaN	NaN	NaN	0.574	1.000
7169	MATK	megakaryocyte-associated tyrosine kinase	449737	1	1	1	0	1	0	0	0	0	0	0.574	0.678	NaN	NaN	NaN	0.574	1.000
7170	C18orf8	chromosome 18 open reading frame 8	601822	1	1	1	0	0	0	1	0	0	0	0.574	0.670	NaN	NaN	NaN	0.574	1.000
7171	KIAA0146	KIAA0146	656098	1	1	1	1	0	0	0	1	0	0	0.574	0.940	NaN	NaN	NaN	0.574	1.000
7172	SLC5A10	solute carrier family 5 (sodium/glucose cotransporter), member 10	553038	2	2	2	1	0	0	1	0	1	0	0.235	0.771	0.825	0.611	1.000	0.575	1.000
7173	ZGPAT	zinc finger, CCCH-type with G patch domain	464715	1	1	1	0	0	0	0	1	0	0	0.575	0.811	NaN	NaN	NaN	0.575	1.000
7174	ZC3HAV1	zinc finger CCCH-type, antiviral 1	776202	2	2	2	1	1	0	1	0	0	0	0.254	0.734	0.719	0.608	0.925	0.575	1.000
7175	ZNF77	zinc finger protein 77	482571	2	2	2	1	0	0	0	2	0	0	0.235	0.884	0.855	0.789	1.000	0.576	1.000
7176	SFMBT1	Scm-like with four mbt domains 1	785524	2	2	2	0	0	0	0	1	1	0	0.302	0.843	0.768	0.170	0.780	0.576	1.000
7177	C6orf138	chromosome 6 open reading frame 138	711483	2	2	2	0	0	1	0	1	0	0	0.235	0.648	0.701	0.298	1.000	0.576	1.000
7178	ZNF433	zinc finger protein 433	593577	1	1	1	0	0	0	1	0	0	0	0.576	0.677	NaN	NaN	NaN	0.576	1.000
7179	DGKH	diacylglycerol kinase, eta	1068348	4	4	4	2	1	0	2	1	0	0	0.360	0.739	0.890	0.128	0.654	0.576	1.000
7180	NFASC	neurofascin homolog (chicken)	1176951	3	3	3	0	0	0	2	1	0	0	0.319	0.365	0.498	0.763	0.739	0.576	1.000
7181	KIFC1	kinesin family member C1	605266	1	1	1	1	0	0	0	1	0	0	0.577	0.962	NaN	NaN	NaN	0.577	1.000
7182	TMEM87B	transmembrane protein 87B	489647	1	1	1	0	0	0	0	1	0	0	0.577	0.852	NaN	NaN	NaN	0.577	1.000
7183	IARS	isoleucyl-tRNA synthetase	1148846	2	2	2	1	0	0	0	1	1	0	0.421	0.949	0.326	0.150	0.561	0.577	1.000
7184	HERC4	hect domain and RLD 4	957878	1	1	1	0	0	0	0	0	1	0	0.577	1.000	NaN	NaN	NaN	0.577	1.000
7185	GSG2	germ cell associated 2 (haspin)	629070	2	2	2	0	0	1	0	1	0	0	0.268	0.577	0.0203	0.996	0.882	0.577	1.000
7186	ZNF836	zinc finger protein 836	826361	1	1	1	0	0	0	0	1	0	0	0.577	0.865	NaN	NaN	NaN	0.577	1.000
7187	GTF2H1	general transcription factor IIH, polypeptide 1, 62kDa	498957	1	1	1	0	0	0	0	1	0	0	0.578	0.855	NaN	NaN	NaN	0.578	1.000
7188	ANKRD35	ankyrin repeat domain 35	864956	1	1	1	0	1	0	0	0	0	0	0.578	0.776	NaN	NaN	NaN	0.578	1.000
7189	CEP76	centrosomal protein 76kDa	593524	2	2	2	1	0	0	1	1	0	0	0.237	0.770	0.787	0.569	1.000	0.578	1.000
7190	NGEF	neuronal guanine nucleotide exchange factor	638147	1	1	1	1	0	0	1	0	0	0	0.578	0.862	NaN	NaN	NaN	0.578	1.000
7191	USH2A	Usher syndrome 2A (autosomal recessive, mild)	4660745	11	11	11	4	1	0	3	5	2	0	0.947	0.651	0.238	0.305	0.250	0.578	1.000
7192	SPTBN1	spectrin, beta, non-erythrocytic 1	2174339	3	3	3	1	0	0	0	1	2	0	0.688	0.891	0.287	0.645	0.344	0.578	1.000
7193	MATN4	matrilin 4	488124	2	2	2	0	1	0	1	0	0	0	0.250	0.407	0.809	0.963	0.945	0.578	1.000
7194	LMTK2	lemur tyrosine kinase 2	1306988	3	3	3	0	0	1	1	1	0	0	0.394	0.372	0.487	0.786	0.602	0.578	1.000
7195	RNF38	ring finger protein 38	467608	1	1	1	0	0	0	0	1	0	0	0.579	0.819	NaN	NaN	NaN	0.579	1.000
7196	ZNF160	zinc finger protein 160	724589	1	1	1	1	0	0	1	0	0	0	0.579	0.892	NaN	NaN	NaN	0.579	1.000
7197	EML4	echinoderm microtubule associated protein like 4	889180	1	1	1	0	0	0	0	0	1	0	0.579	0.838	NaN	NaN	NaN	0.579	1.000
7198	FBXO7	F-box protein 7	445357	1	1	1	0	0	0	0	1	0	0	0.579	0.822	NaN	NaN	NaN	0.579	1.000
7199	CCDC88B	coiled-coil domain containing 88B	854071	2	2	2	1	0	0	1	1	0	0	0.479	0.835	0.588	0.250	0.496	0.579	1.000
7200	HEATR4	HEAT repeat containing 4	879328	1	1	1	0	0	0	0	0	1	0	0.579	1.000	NaN	NaN	NaN	0.579	1.000
7201	MRC2	mannose receptor, C type 2	1141678	2	2	2	0	1	0	1	0	0	0	0.571	0.420	0.639	0.218	0.416	0.579	1.000
7202	METTL13	methyltransferase like 13	624464	2	2	2	2	0	0	1	1	0	0	1.000	0.946	0.0205	0.554	0.238	0.579	1.000
7203	UBN2	ubinuclein 2	1099890	3	3	3	2	0	2	1	0	0	0	0.643	0.753	0.239	0.953	0.370	0.579	1.000
7204	GIN1	gypsy retrotransposon integrase 1	467920	1	1	1	0	0	0	1	0	0	0	0.580	0.682	NaN	NaN	NaN	0.580	1.000
7205	OAS3	2'-5'-oligoadenylate synthetase 3, 100kDa	888841	1	1	1	1	1	0	0	0	0	0	0.580	0.887	NaN	NaN	NaN	0.580	1.000
7206	NEK4	NIMA (never in mitosis gene a)-related kinase 4	688896	1	1	1	1	0	0	1	0	0	0	0.580	0.889	NaN	NaN	NaN	0.580	1.000
7207	AHR	aryl hydrocarbon receptor	757143	2	2	2	2	0	0	1	0	1	0	0.511	0.963	0.879	0.267	0.466	0.580	1.000
7208	LGR6	leucine-rich repeat-containing G protein-coupled receptor 6	867950	1	1	1	0	0	0	0	1	0	0	0.580	0.803	NaN	NaN	NaN	0.580	1.000
7209	LPCAT2	lysophosphatidylcholine acyltransferase 2	467481	1	1	1	0	0	0	0	1	0	0	0.580	0.828	NaN	NaN	NaN	0.580	1.000
7210	KPNA2	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	477590	1	1	1	1	0	0	0	1	0	0	0.580	0.969	NaN	NaN	NaN	0.580	1.000
7211	PLEKHM1	pleckstrin homology domain containing, family M (with RUN domain) member 1	928408	1	1	1	0	0	1	0	0	0	0	0.580	0.775	NaN	NaN	NaN	0.580	1.000
7212	GAB1	GRB2-associated binding protein 1	628050	1	1	1	0	0	0	0	1	0	0	0.580	0.837	NaN	NaN	NaN	0.580	1.000
7213	KLC2	kinesin light chain 2	536367	1	1	1	0	0	0	1	0	0	0	0.580	0.610	NaN	NaN	NaN	0.580	1.000
7214	XYLT1	xylosyltransferase I	750366	1	1	1	1	1	0	0	0	0	0	0.580	0.880	NaN	NaN	NaN	0.580	1.000
7215	EIF2C1	eukaryotic translation initiation factor 2C, 1	776383	1	1	1	1	1	0	0	0	0	0	0.581	0.920	NaN	NaN	NaN	0.581	1.000
7216	EGFLAM	EGF-like, fibronectin type III and laminin G domains	913424	2	2	2	0	2	0	0	0	0	0	0.289	0.447	0.0745	0.266	0.826	0.581	1.000
7217	CCDC27	coiled-coil domain containing 27	519618	1	1	1	0	0	0	0	1	0	0	0.581	0.851	NaN	NaN	NaN	0.581	1.000
7218	NPLOC4	nuclear protein localization 4 homolog (S. cerevisiae)	463338	1	1	1	0	0	0	0	1	0	0	0.582	0.841	NaN	NaN	NaN	0.582	1.000
7219	CNOT6L	CCR4-NOT transcription complex, subunit 6-like	501420	1	1	1	0	0	0	0	1	0	0	0.582	0.847	NaN	NaN	NaN	0.582	1.000
7220	PTH1R	parathyroid hormone 1 receptor	460490	1	1	1	0	0	0	1	0	0	0	0.582	0.643	NaN	NaN	NaN	0.582	1.000
7221	PRICKLE1	prickle homolog 1 (Drosophila)	739532	2	2	2	0	0	0	0	2	0	0	0.422	0.726	0.953	0.278	0.567	0.582	1.000
7222	DUOX1	dual oxidase 1	1292264	4	4	4	1	0	0	2	2	0	0	0.271	0.529	0.772	0.496	0.885	0.582	1.000
7223	KIAA1279	KIAA1279	554333	1	1	1	0	0	0	1	0	0	0	0.582	0.660	NaN	NaN	NaN	0.582	1.000
7224	CDH13	cadherin 13, H-cadherin (heart)	630097	1	1	1	0	0	0	0	1	0	0	0.582	0.823	NaN	NaN	NaN	0.582	1.000
7225	SLC7A3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	468753	2	2	2	1	0	0	0	2	0	0	0.240	0.860	0.113	0.752	1.000	0.582	1.000
7226	GRIN1	glutamate receptor, ionotropic, N-methyl D-aspartate 1	687379	2	2	2	0	0	1	1	0	0	0	0.240	0.551	0.115	0.604	1.000	0.583	1.000
7227	MYOCD	myocardin	843941	1	1	1	0	0	0	1	0	0	0	0.583	0.663	NaN	NaN	NaN	0.583	1.000
7228	UBA2	ubiquitin-like modifier activating enzyme 2	545869	1	1	1	0	0	0	0	1	0	0	0.583	0.854	NaN	NaN	NaN	0.583	1.000
7229	FGFR2	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	789987	3	2	3	1	1	0	0	1	1	0	0.244	0.811	0.983	0.867	0.988	0.584	1.000
7230	PCDHGA5	protocadherin gamma subfamily A, 5	829483	1	1	1	1	0	0	1	0	0	0	0.584	0.890	NaN	NaN	NaN	0.584	1.000
7231	DLG1	discs, large homolog 1 (Drosophila)	855177	2	2	2	0	0	0	0	1	1	0	0.279	0.674	0.500	0.208	0.864	0.584	1.000
7232	SEPT4	septin 4	460010	1	1	1	1	0	0	0	1	0	0	0.584	0.973	NaN	NaN	NaN	0.584	1.000
7233	MAP7D3	MAP7 domain containing 3	770291	1	1	1	0	0	0	1	0	0	0	0.584	0.697	NaN	NaN	NaN	0.584	1.000
7234	TMPRSS7	transmembrane protease, serine 7	542050	1	1	1	0	0	0	0	1	0	0	0.584	0.841	NaN	NaN	NaN	0.584	1.000
7235	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	1437265	5	5	5	2	0	0	0	4	1	0	0.501	0.823	0.585	0.198	0.481	0.584	1.000
7236	RAB11FIP5	RAB11 family interacting protein 5 (class I)	508345	1	1	1	0	0	0	1	0	0	0	0.584	0.615	NaN	NaN	NaN	0.584	1.000
7237	KAL1	Kallmann syndrome 1 sequence	559901	1	1	1	0	0	0	0	1	0	0	0.584	0.830	NaN	NaN	NaN	0.584	1.000
7238	ZNF699	zinc finger protein 699	571057	1	1	1	0	0	0	1	0	0	0	0.584	0.664	NaN	NaN	NaN	0.584	1.000
7239	ZER1	zer-1 homolog (C. elegans)	638787	1	1	1	1	0	0	0	0	1	0	0.584	0.938	NaN	NaN	NaN	0.584	1.000
7240	PTPRR	protein tyrosine phosphatase, receptor type, R	594763	2	2	2	0	0	0	2	0	0	0	0.241	0.452	0.993	0.702	1.000	0.584	1.000
7241	ZRANB3	zinc finger, RAN-binding domain containing 3	896500	2	2	2	1	0	0	0	1	1	0	0.390	0.857	0.630	0.458	0.619	0.584	1.000
7242	KIAA0895	KIAA0895	466163	1	1	1	0	0	0	0	1	0	0	0.585	0.843	NaN	NaN	NaN	0.585	1.000
7243	PRLR	prolactin receptor	556993	2	2	2	0	0	0	2	0	0	0	0.242	0.454	0.824	0.902	1.000	0.585	1.000
7244	COBL	cordon-bleu homolog (mouse)	1101001	3	3	3	0	1	0	0	2	0	0	0.242	0.406	0.915	0.737	1.000	0.585	1.000
7245	INTS9	integrator complex subunit 9	598576	1	1	1	0	0	0	0	1	0	0	0.585	0.832	NaN	NaN	NaN	0.585	1.000
7246	HIF3A	hypoxia inducible factor 3, alpha subunit	569195	1	1	1	0	0	0	0	1	0	0	0.585	0.805	NaN	NaN	NaN	0.585	1.000
7247	LILRB5	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5	517330	2	2	2	3	0	0	2	0	0	0	1.000	0.960	0.919	0.212	0.242	0.585	1.000
7248	COL13A1	collagen, type XIII, alpha 1	529946	1	1	1	0	0	0	0	1	0	0	0.586	0.789	NaN	NaN	NaN	0.586	1.000
7249	MINK1	misshapen-like kinase 1 (zebrafish)	764663	1	1	1	0	0	0	1	0	0	0	0.586	0.649	NaN	NaN	NaN	0.586	1.000
7250	KIAA1841	KIAA1841	644557	1	1	1	0	0	0	0	1	0	0	0.586	0.864	NaN	NaN	NaN	0.586	1.000
7251	POLL	polymerase (DNA directed), lambda	515618	1	1	1	1	0	0	0	1	0	0	0.586	0.935	NaN	NaN	NaN	0.586	1.000
7252	SFMBT2	Scm-like with four mbt domains 2	765078	1	1	1	0	0	0	0	1	0	0	0.586	0.842	NaN	NaN	NaN	0.586	1.000
7253	PCDHB14	protocadherin beta 14	701765	2	2	2	0	0	0	1	0	1	0	0.243	0.638	0.460	0.972	1.000	0.586	1.000
7254	PRKG1	protein kinase, cGMP-dependent, type I	651520	2	2	2	0	0	0	2	0	0	0	0.243	0.456	0.257	0.891	1.000	0.587	1.000
7255	KDM4D	lysine (K)-specific demethylase 4D	461765	1	1	1	1	0	0	1	0	0	0	0.587	0.941	NaN	NaN	NaN	0.587	1.000
7256	KCNAB1	potassium voltage-gated channel, shaker-related subfamily, beta member 1	523591	2	2	2	0	0	0	0	1	1	0	0.243	0.685	0.727	0.454	1.000	0.587	1.000
7257	XAB2	XPA binding protein 2	701395	1	1	1	0	0	0	0	1	0	0	0.587	0.834	NaN	NaN	NaN	0.587	1.000
7258	CPNE1	copine I	496016	1	1	1	1	0	0	0	1	0	0	0.587	0.939	NaN	NaN	NaN	0.587	1.000
7259	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	684520	1	1	1	0	1	0	0	0	0	0	0.587	0.608	NaN	NaN	NaN	0.587	1.000
7260	MAK	male germ cell-associated kinase	563411	1	1	1	1	0	0	1	0	0	0	0.587	0.952	NaN	NaN	NaN	0.587	1.000
7261	KIAA1210	KIAA1210	1495017	3	3	3	1	0	1	0	2	0	0	0.394	0.642	0.427	0.536	0.618	0.587	1.000
7262	SLC5A6	solute carrier family 5 (sodium-dependent vitamin transporter), member 6	576580	1	1	1	1	0	0	0	1	0	0	0.588	0.950	NaN	NaN	NaN	0.588	1.000
7263	DDX27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	725171	1	1	1	0	0	0	0	1	0	0	0.588	0.837	NaN	NaN	NaN	0.588	1.000
7264	ZNF304	zinc finger protein 304	583656	1	1	1	0	0	0	1	0	0	0	0.588	0.660	NaN	NaN	NaN	0.588	1.000
7265	ZNF473	zinc finger protein 473	767507	2	2	2	0	0	0	0	2	0	0	0.313	0.753	0.244	0.987	0.780	0.588	1.000
7266	FYN	FYN oncogene related to SRC, FGR, YES	532674	1	1	1	0	0	0	0	1	0	0	0.588	0.837	NaN	NaN	NaN	0.588	1.000
7267	THOC1	THO complex 1	510142	1	1	1	0	0	0	0	1	0	0	0.588	0.866	NaN	NaN	NaN	0.588	1.000
7268	DUS3L	dihydrouridine synthase 3-like (S. cerevisiae)	468757	1	1	1	0	0	0	0	1	0	0	0.588	0.818	NaN	NaN	NaN	0.588	1.000
7269	SLC6A7	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7	562127	1	1	1	0	0	0	0	1	0	0	0.588	0.812	NaN	NaN	NaN	0.588	1.000
7270	CDK5RAP1	CDK5 regulatory subunit associated protein 1	532088	1	1	1	1	0	0	0	1	0	0	0.588	0.941	NaN	NaN	NaN	0.588	1.000
7271	RACGAP1	Rac GTPase activating protein 1	575159	2	2	2	0	0	0	2	0	0	0	0.244	0.443	0.919	0.555	1.000	0.589	1.000
7272	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	788933	1	1	1	0	0	0	1	0	0	0	0.589	0.647	NaN	NaN	NaN	0.589	1.000
7273	MAP4	microtubule-associated protein 4	1401906	2	2	2	1	0	0	1	1	0	0	0.687	0.835	0.951	0.251	0.356	0.589	1.000
7274	NEDD1	neural precursor cell expressed, developmentally down-regulated 1	599763	1	1	1	1	0	0	0	1	0	0	0.589	0.975	NaN	NaN	NaN	0.589	1.000
7275	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	778410	1	1	1	0	0	0	1	0	0	0	0.589	0.659	NaN	NaN	NaN	0.589	1.000
7276	LRRC8E	leucine rich repeat containing 8 family, member E	702450	1	1	1	1	0	0	1	0	0	0	0.589	0.853	NaN	NaN	NaN	0.589	1.000
7277	PKD2L1	polycystic kidney disease 2-like 1	726998	1	1	1	0	0	0	0	1	0	0	0.589	0.836	NaN	NaN	NaN	0.589	1.000
7278	RNF111	ring finger protein 111	882615	2	2	2	1	2	0	0	0	0	0	0.245	0.901	0.921	0.366	1.000	0.589	1.000
7279	UTP6	UTP6, small subunit (SSU) processome component, homolog (yeast)	547741	1	1	1	0	0	0	0	1	0	0	0.589	0.865	NaN	NaN	NaN	0.589	1.000
7280	SUSD2	sushi domain containing 2	669316	2	2	2	1	0	0	0	1	1	0	0.245	0.965	0.330	0.836	1.000	0.590	1.000
7281	PCDHGA8	protocadherin gamma subfamily A, 8	835388	1	1	1	1	1	0	0	0	0	0	0.590	0.859	NaN	NaN	NaN	0.590	1.000
7282	NLRP6	NLR family, pyrin domain containing 6	556598	2	2	2	1	1	0	0	1	0	0	0.245	0.771	0.489	0.692	1.000	0.590	1.000
7283	BRD2	bromodomain containing 2	719022	2	2	2	0	0	0	2	0	0	0	0.245	0.452	0.143	0.580	1.000	0.590	1.000
7284	MGAT5B	mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase, isozyme B	703267	1	1	1	0	0	0	1	0	0	0	0.590	0.627	NaN	NaN	NaN	0.590	1.000
7285	C2CD2	C2 calcium-dependent domain containing 2	522856	1	1	1	0	0	0	0	1	0	0	0.590	0.821	NaN	NaN	NaN	0.590	1.000
7286	FAM65B	family with sequence similarity 65, member B	531476	1	1	1	0	0	0	1	0	0	0	0.590	0.659	NaN	NaN	NaN	0.590	1.000
7287	SRRM4	serine/arginine repetitive matrix 4	441883	1	1	1	0	1	0	0	0	0	0	0.590	0.812	NaN	NaN	NaN	0.590	1.000
7288	N4BP3	NEDD4 binding protein 3	470186	1	1	1	0	0	0	0	1	0	0	0.590	0.803	NaN	NaN	NaN	0.590	1.000
7289	SFRS14	splicing factor, arginine/serine-rich 14	961090	1	1	1	1	1	0	0	0	0	0	0.590	0.900	NaN	NaN	NaN	0.590	1.000
7290	JPH1	junctophilin 1	578526	1	1	1	0	0	0	1	0	0	0	0.590	0.679	NaN	NaN	NaN	0.590	1.000
7291	GIGYF1	GRB10 interacting GYF protein 1	858387	1	1	1	0	0	0	0	0	1	0	0.591	0.820	NaN	NaN	NaN	0.591	1.000
7292	FARSB	phenylalanyl-tRNA synthetase, beta subunit	535761	1	1	1	0	0	0	0	1	0	0	0.591	0.836	NaN	NaN	NaN	0.591	1.000
7293	SLC26A9	solute carrier family 26, member 9	786386	1	1	1	0	0	1	0	0	0	0	0.591	0.779	NaN	NaN	NaN	0.591	1.000
7294	STK36	serine/threonine kinase 36, fused homolog (Drosophila)	1185040	3	3	3	0	1	1	0	1	0	0	0.246	0.469	0.513	0.870	1.000	0.591	1.000
7295	TARS	threonyl-tRNA synthetase	658635	1	1	1	0	0	0	0	1	0	0	0.591	0.860	NaN	NaN	NaN	0.591	1.000
