Chromosome Name,HGNC symbol,Gene Start (bp),Gene End (bp)
7,,35807732,35808250
9,ELAVL2,23690102,23826335
Y,TTTY6,24585740,24587605
17,KRT43P,39604435,39610307
18,DSG3,29027758,29058665
7,,35882499,35882583
10,RASSF4,45454855,45491339
HG79_PATCH,ADAMTS13,136289893,136334921
2,RNA5SP88,24787499,24787607
7,RNU6-1085P,35969768,35969874
2,RNU6-936P,24899178,24899284
Y,FAM197Y7,9205412,9235047
7,SEPT7P3,35985904,36013282
5,,18844006,18844109
6,HIST1H3A,26020718,26021186
17,RNU2-32P,39624208,39624398
17,USP32P2,18414576,18429244
17,,39657235,39658661
17,LINC00974,39705858,39710747
2,,25048479,25049586
5,UBE2V1P12,18886731,18887204
12,MMP17,132312938,132336328
21,ETS2,40177231,40196879
10,EIF4A1P8,93896632,93898127
12,,131515115,131520032
14,MIR1185-1,101509314,101509399
17,C17orf51,21428051,21477722
6,RNF8,37321748,37362514
X,MAGED4,51927919,51935364
Y,TCEB1P8,24663389,24663720
17,KRT42P,39782579,39796451
14,MIR1185-2,101510535,101510620
8,GINS4,41386725,41402565
2,,25191827,25192093
7,ZNF277,111846643,111983151
10,,93919329,93919429
14,MIR381HG,101511494,101518132
10,,93963986,93964063
12,,131649556,131697476
14,MIR381,101512257,101512331
16,C16orf92,30034655,30039057
17,SPNS2,4402133,4442330
3,,39379620,39380370
3,BRPF1,9773413,9789702
14,MIR487B,101512792,101512875
5,,18894011,18894277
14,MIR539,101513658,101513735
12,,43072675,43072926
3,EEF1A1P24,39400036,39401413
6,MPC1,166778407,166796486
14,MIR889,101514238,101514316
2,,25192257,25192346
12,,43086018,43110653
14,MIR544A,101514995,101515085
3,SNORA6,39449880,39450030
HSCHR18_1_CTG1_1,SKA1,47901365,47920543
14,MIR655,101515887,101515983
Y,CDY13P,24666828,24667842
3,SNORA62,39452545,39452697
2,RFTN2,198432948,198540769
12,,43323651,43324382
14,,101518340,101518436
3,,39458971,39459056
11,,111657010,111750149
12,,111374389,111396012
3,NFU1P1,39685129,39686196
12,,43359925,43361156
17,NME1,49230897,49239789
14,,71607842,71609970
2,DNAJC27-AS1,25194259,25262563
3,RNU4-56P,40011616,40011757
12,,43373057,43390289
14,,71648173,71648823
3,RN7SL411P,40250496,40250793
3,,40280099,40280232
12,MRPS36P5,43447892,43448189
6,HIST1H4A,26021907,26022278
HSCHR6_MHC_QBL,C6orf136,30604326,30610490
6,ZNF165,28048753,28057341
3,ENTPD3-AS1,40355293,40494820
14,,71679350,71684933
17,CDR2L,72983727,73001895
6,HIST1H4B,26027124,26027480
19,ZNF221,44455375,44471861
2,POU3F3,105471969,105476929
14,,71685817,71689441
17,SLFN11,33677324,33700720
14,,71759442,71788531
12,,43549118,43556913
11,FDXACB1,111744780,111751967
Y,USP9YP24,24674428,24682786
12,,43685298,43685383
18,DSG2,29078006,29128971
7,HECW1,43152198,43605600
7,,150725868,150726841
3,PGAM1P3,40364206,40364770
19,RPL28,55896713,55914612
HSCHR18_1_CTG1_1,,47845372,47845490
3,,40507957,40510078
7,PRSS58,141951963,141957878
5,TMEM167A,82348665,82373682
7,,150771829,150773617
HSCHR18_1_CTG1_1,,47927311,47927418
6,ZSCAN16,28092338,28097860
12,RPS6P20,131776613,131777721
HSCHR18_1_CTG1_1,,47991472,47992380
12,,111389487,111395616
16,FAM57B,30035748,30064299
22,GP1BB,19710468,19712294
12,PTPRB,70910630,71031220
2,MRPS9,105654441,105716418
10,GPR123,134884433,134945179
6,TULP1,35465651,35480715
HSCHR6_MHC_APD,MCCD1,31507785,31509300
7,IQCA1P1,150888067,150902582
6,HIST1H3B,26031817,26032288
9,IZUMO3,24542950,24545944
5,,18908975,18909652
2,NT5DC4,113479063,113500456
2,NPHP1,110879888,110962643
Y,HSFY7P,24683194,24683996
6,GPR116,46820249,46922680
16,,28296206,28303385
12,,131780655,131782517
11,ARNTL,13298199,13408813
16,,28376021,28376654
Y,OFD1P9Y,24727136,24760228
19,ZNF155,44472014,44502477
2,ZNF638,71503691,71662199
16,,28425024,28426339
22,TBX1,19744226,19771116
8,TRIQK,93895758,94029901
22,SEC14L6,30918786,30942669
5,,18965970,19142455
16,,28453987,28454090
15,PCSK6,101840818,102065405
16,,28465462,28465832
12,RNA5SP376,131784185,131784296
16,,28559652,28559979
19,NR2C2AP,19312225,19314233
7,MIR671,150935507,150935624
5,,19035306,19038908
12,TRAFD1,112563305,112591407
21,PSMG1,40546695,40555777
16,,28671017,28752102
9,TUSC1,25676396,25678856
6,HIST1H2AB,26033320,26033796
7,,150937485,150938058
16,,28683554,28683657
3,BFSP2,133118839,133194066
17,ALDOC,26900133,26904282
7,,150946411,150951476
17,SRP68P2,18430871,18431775
17,LIMD2,61773262,61778532
16,CDC37P1,28711615,28712861
19,POU2F2,42590263,42700737
17,,65840061,65840130
16,,28761280,28761916
14,AHSA1,77924213,77935817
5,RPL32P14,19041118,19041495
17,,65947001,65947862
4,ELOVL6,110967002,111120355
3,NPRL2,50384761,50388522
16,,28797731,28797834
16,,28814097,28829149
7,WDR86-AS1,151106247,151110440
17,RN7SL622P,65973814,65974084
6,TOMM6,41755400,41757636
10,CCDC172,118083940,118139541
17,,65989996,65992547
12,,131832015,131852100
16,,28825301,28825994
12,RAD9B,110939460,110969891
17,,66091209,66091898
5,HSPD1P15,19233475,19234596
12,,111511772,111511893
12,,131851205,131855604
16,,28831891,28833354
9,CAAP1,26840683,26892802
3,CCT6P4,190432600,190434188
17,,66092187,66097615
16,,28841933,28848521
Y,RBMY2BP,24795392,24805025
16,MIR4721,28855240,28855328
3,,190548754,190549962
16,,28873487,28874661
17,ICT1,73008765,73017356
5,,19735619,19735670
3,OSTN-AS1,190931080,190952394
17,LINC00674,66098049,66111659
5,,20158771,20159065
18,TTR,29171689,29178974
16,,28890278,28891241
1,GRHL3,24645812,24690972
3,,191275113,191308145
HG388_HG400_PATCH,ALG9,111652919,111742304
12,,131953856,131977496
16,,28892801,28892928
3,,191358924,191359026
4,HMGB2,174252846,174256276
7,,151124769,151136210
3,,191359118,191359213
16,,28968008,28978204
2,,25231714,25231815
3,,191670138,191670615
6,GTPBP2,43573053,43596899
2,RN7SL856P,25280901,25281196
7,MIR3907,151130575,151130725
6,HIST1H2BB,26043455,26043885
11,LRFN4,66624118,66627946
3,,191693743,191693813
17,LRRC37A16P,66121918,66148609
7,RN7SL76P,151161738,151162024
6,TMEM14C,10723148,10731362
7,ETF1P2,151198964,151200549
3,,191747669,191754346
12,,132081402,132081660
17,NPLOC4,79523913,79615495
5,,20304154,20305557
16,UNKL,1413206,1464752
7,,151503744,151507906
17,SEZ6,27281919,27333458
6,RPS6KA2,166822852,167319939
3,RN7SKP222,191810911,191811225
12,,111740604,111740703
12,ZC3H10,56511943,56516278
14,,23398818,23424771
12,RNA5SP373,111777331,111777425
2,SUCLA2P3,25302770,25304558
3,FGF12-AS1,191955826,192000886
12,,111807086,111841114
11,HBG2,5274420,5667019
HSCHR6_MHC_APD,DDX39B,31509287,31518252
7,PRKAG2-AS1,151574127,151576299
6,QRSL1,107077453,107116292
7,,36010757,36011177
14,MIR4707,23426159,23426238
3,FGF12-AS2,192232811,192234362
7,,36069221,36095041
3,ZBTB20,114056941,114866118
Y,TSPY7P,9215731,9218480
1,CR1,207669492,207813992
3,FGF12-AS3,192234620,192239187
14,,23451907,23468287
5,LECT2,135257968,135290723
17,CCDC144B,18441117,18528930
7,,36134882,36140263
3,,192251798,192251901
7,RNU6-604P,151597360,151597459
X,PDHA1,19362011,19379823
3,RNU1-20P,192447344,192447505
7,,151613412,151613503
17,SH3GL1P3,66130816,66131745
12,HSPA8P14,111819671,111823442
7,,151647471,151652070
11,C11orf86,66742748,66744475
7,MARK2P13,36148634,36150482
3,,192862253,192894653
6,USP49,41757634,41863099
7,,151765985,151766090
17,,66148917,66155184
7,,36186451,36187633
14,,23486367,23486590
7,,151817086,151818802
3,VEZF1P1,192873245,192874997
14,,23502739,23502847
10,AIFM2,71857979,71892690
13,POSTN,38136720,38172981
5,,20305674,20331565
14,RNU6-1138P,23625518,23625623
7,FOXK1,4683388,4811074
3,ATP13A5-AS1,193025033,193032151
19,NCAN,19322782,19363042
7,YBX1P4,151825964,151826771
14,,23699170,23699325
5,RANBP3L,36248536,36302216
14,RNU6-1046P,23728669,23728775
3,ATP13A4-AS1,193271002,193272877
7,,152063848,152064100
14,,23763061,23765007
17,,66186025,66188943
7,,152064256,152064345
17,,66195062,66195737
15,AVEN,34158428,34331377
14,,23825615,23826212
7,SEPT7P6,152064604,152065746
3,,193296601,193310879
4,SAP30,174291120,174298683
17,,66242770,66244079
5,,20611949,20937800
14,MIR208A,23857799,23857881
7,,152099865,152099978
17,UBBP4,21729601,21731762
Y,FAM197Y6,9225731,9233636
14,,23884548,23884895
7,FABP5P3,152133980,152140272
3,OPA1-AS1,193336398,193345126
17,,66409764,66521090
14,MIR208B,23887196,23887272
15,GCNT3,59887074,59932438
22,GAL3ST1,30950622,30970574
4,ENPEP,111286889,111486441
3,,193341978,193342090
17,RNA5SP442,39874406,39874512
HSCHR5_1_CTG2,MCTP1,94039446,94636885
3,RN7SL447P,193458262,193458510
14,,23980969,24029987
17,RN7SL399P,39886381,39886657
3,,193483470,193483792
17,RN7SL871P,39993316,39993580
7,,152136306,152136393
X,TAF9B,77385245,77395203
11,SYT12,66774249,66818334
17,,40004770,40007699
7,CCT8L1P,152142562,152144235
3,,193560349,193561813
14,,71797059,71797455
10,KIN,7792925,7829990
14,SNORD56B,71865054,71865124
7,LINC01003,152160871,152162634
17,TTC25,40086888,40117648
14,RN7SL683P,71915406,71915673
3,,193675161,193721448
14,,72315323,72375147
9,PLAA,26904081,26947461
14,,72489124,72489233
2,,25380063,25382006
14,,73019288,73061833
4,EREG,75230860,75254468
7,,152287726,152288026
2,,25427182,25432071
3,,193698403,193723887
14,,73319932,73320039
10,ATAD1,89511269,89601100
14,,24030306,24037282
7,RNA5SP250,152290058,152290176
17,MTRNR2L1,22022437,22023991
7,,152293008,152293115
2,,25450724,25451090
7,,152299298,152299977
14,,73376145,73376231
2,MIR1301,25551509,25551590
5,,118347166,118347751
14,,24198247,24198950
6,CMTR1,37400995,37450603
HSCHR6_MHC_COX,RNF5,32094614,32097047
7,,152306398,152306519
7,RN7SL811P,152435527,152435815
14,BRD7P1,24218445,24220359
2,,25592042,25598714
7,ATP5F1P3,152446164,152446820
12,,43954587,43955100
9,SPTAN1,131314866,131395941
18,B4GALT6,29202210,29265799
5,,20612734,20614874
7,RN7SL845P,152454747,152455034
12,,43963572,43965841
5,,118404992,118405095
7,,152753822,152753904
5,,118462477,118464139
7,,152841398,152841673
12,,44026896,44027084
2,,25592818,25593185
2,ITPRIPL1,96991069,96994091
12,EEF1A1P17,44053630,44054904
3,RNU6-1263P,98627303,98627408
12,ANAPC5,121746048,121837699
HSCHR6_MHC_QBL,DHX16,30610400,30630349
3,LINC00973,98699902,98701940
19,ZNF230,44507100,44518078
12,,44112796,44117803
7,AP5Z1,4815253,4833943
5,,20830275,20831056
22,GNB1L,19770747,19842462
7,,153097005,153111048
12,PPP1R1A,54969171,54982443
3,ACTG1P13,98934068,98935110
12,,44130431,44134870
10,NHP2P1,93976089,93976550
3,,99045221,99045396
2,,25643986,25650512
5,LAMTOR3P2,118468346,118468577
10,,94031904,94032007
3,,99085645,99085733
4,AREG,75310851,75320726
10,,94094220,94094321
3,,99219191,99224352
10,MARK2P9,94178424,94180632
5,RNU6-701P,118474554,118474660
11,CD6,60739115,60787849
5,MIR5706,118490332,118490411
10,,94200968,94201061
17,MYBBP1A,4442192,4458926
2,NBEAL1,203879602,204091101
3,,99226031,99245957
15,GTF2A2,59930261,59949740
10,,94356609,94357044
12,,44402423,44403946
HG7_PATCH,,141985579,141988698
19,HAPLN4,19366450,19373605
17,,66539369,66542970
3,,99316908,99342664
5,,21196829,21196969
HG7_PATCH,PRSS3P3,141987080,141991423
10,RN7SL644P,94418801,94419055
5,,118593035,118593132
2,,25919945,25920057
HG7_PATCH,TRBV1,141999017,141999300
5,,21323982,21341484
HG7_PATCH,TRBV3-2,142059022,142059481
5,RN7SL174P,118642039,118642326
5,RNA5SP190,118781411,118781528
HG7_PATCH,TRBV8-1,142080131,142080409
3,RNU5B-2P,40540382,40540494
5,UQCRQ,132202252,132203723
2,,25945061,25945165
3,RPL5P10,40628026,40628919
HG7_PATCH,TRBV5-2,142094141,142094414
6,HIST1H3C,26045639,26046097
5,,118804654,118804750
3,EEF1GP3,40637698,40638985
HG7_PATCH,TRBV8-2,142107887,142108157
2,TPM3P7,26032794,26033525
17,WSB1,25621102,25640657
3,,40644616,40646918
2,HAT1,172778958,172848599
3,DPPA2P3,193711120,193711774
3,B3GNT5,182971032,183016292
11,CHID1,867357,915058
5,,118882826,118883301
10,KNDC1,134973951,135039916
HG7_PATCH,TRBV12-1,142136731,142137173
3,HMGN2P24,40740557,40740829
14,,24236871,24238207
11,C11orf1,111749659,111756699
3,,40803036,40803290
14,RN7SKP205,24261139,24261445
5,FABP5P6,118890945,118891353
11,HBE1,5289582,5526847
Y,,24816763,24819006
14,,24294845,24296605
3,,40807698,40904117
5,,118945897,118946000
12,,132106436,132107748
14,LINC00596,24391456,24403777
5,,118988218,118988695
Y,RBMY2WP,24908998,24915934
19,TM6SF2,19375173,19384200
3,,193723226,193788759
12,,132131658,132132666
7,FGL2,76822688,76829143
14,DHRS4-AS1,24407940,24458048
2,,98086678,98100408
5,ARHGAP26,142149949,142608576
6,HIST1H1C,26055968,26056699
3,FAM198A,43020759,43101703
HSCHR6_MHC_COX,DDAH2,31682228,31685807
17,ARL17A,44594068,44657088
Y,TTTY17A,24997731,24998862
7,,116827602,116827794
5,GUSBP1,21341942,21589481
16,C16orf91,1469745,1479345
12,RNA5SP377,132145608,132145719
2,NCOA1,24714783,24993571
5,,119015892,119016775
15,CHRM5,34260921,34357291
7,,116902972,116904942
Y,FAM197Y3,9334896,9342768
5,,119581143,119669197
10,EIF2S2P3,94428502,94429500
5,RNU6-718P,119673244,119673348
Y,,9345205,9347784
6,MSH5-SAPCD1,31707797,31732628
8,NAT1,18027986,18081198
10,ATE1,123499939,123688316
HSCHR6_MHC_APD,TNF,31555632,31557434
5,,119681602,119740532
10,,94470256,94470365
10,,94637849,94638046
19,ZNF222,44529494,44537265
X,XIAP,122993574,123047829
10,,94819420,94820183
12,LACRT,55024595,55028679
12,ZNF705A,8290733,8341133
10,NIP7P1,94866629,94867140
11,CRYAB,111779289,111794446
1,ACAP3,1227756,1244989
15,EMC7,34376218,34394149
10,XRCC6P1,94966614,94969384
7,,153146514,153146960
10,C10orf10,45466429,45474258
7,,153665750,153665911
17,KCTD2,73028670,73061984
HSCHR6_MHC_APD,LTB,31559653,31561620
16,CCDC154,1484384,1494557
17,GRB2,73314157,73401790
4,SEL1L3,25749055,25865382
10,,95043761,95044315
10,RNA5SP323,95270305,95270437
10,,95368343,95368456
3,,41012032,41013069
10,RAB11AP1,95641050,95641695
3,POMGNT2,43120724,43147568
3,,41203778,41210038
3,OGG1,9791628,9829903
10,PIPSL,95717948,95721297
3,,41690747,41690828
5,RNF145,158584417,158637061
17,ABCA8,66863433,66951533
HSCHR6_MHC_SSTO,PRRT1,32123003,32129017
10,RNY4P26,95806795,95806882
10,RNA5SP314,48931789,48931904
11,OR51B4,5322244,5323226
7,IFRD1,112063023,112121072
14,MIR487A,101518783,101518862
11,SSSCA1,65337901,65341413
14,MIR382,101520638,101520723
17,STRADA,61780192,61819330
5,LEAP2,132208014,132210738
14,MIR134,101521008,101521110
11,OR51B2,5344541,5345582
10,GLUD1P2,48952491,48980269
14,MIR485,101521738,101521848
3,KCNMB2,177990720,178562217
15,BNIP2,59951345,59981733
7,C7orf33,148287657,148312952
2,CAPN14,31395924,31456724
19,,44529506,44591471
10,PNLIPRP3,118187379,118237469
22,PES1,30972612,31003070
5,SERF1B,69321074,69338940
14,MIR323B,101522556,101522637
11,OR51B5,5363744,5364809
3,TMCC1,129366635,129612419
18,SLC25A52,29339525,29340843
17,MIR635,66420592,66420689
14,MIR154,101526092,101526175
12,,67913609,67960906
17,,66553657,66578718
5,ISOC1,128430444,128449721
11,OR51B6,5372738,5373676
6,,166945369,166947709
2,PTGES3P2,26045338,26045819
17,,66587937,66760023
12,,67964977,67983767
6,,167271582,167369612
12,,68052771,68064699
7,RADIL,4836686,4923350
12,,111925282,111925382
2,,26079330,26079835
12,,112002625,112002687
17,,66762614,66762700
12,,68102827,68123255
19,ZNF223,44555520,44572144
17,,66789690,66793963
Y,FAM197Y2,9355208,9364506
17,ABCA9-AS1,67000855,67014464
1,CR1L,207818458,207911761
2,,26109833,26110075
11,FAM89B,65339820,65341669
10,,95841707,95868571
7,GSAP,76940068,77045717
17,,67090430,67091640
16,,58231016,58251709
16,RN7SL645P,58233474,58233740
6,MYLIP,16129356,16148479
17,MIR4524A,67095683,67095797
17,MIR4524B,67095683,67095797
3,,99410324,99410415
11,,111782966,111789574
16,,58315593,58316079
2,UQCRHP2,26217663,26217950
3,,99521543,99524902
16,SMPD3,68392231,68482591
12,,132147141,132149249
HG7_PATCH,TRBV11-2,142155394,142155893
17,SNRPGP4,67314874,67315102
3,MIR3921,99683158,99683242
16,RNU6-269P,58411956,58412052
16,,58416893,58417702
3,,99898411,99900574
17,,67351274,67351359
HG7_PATCH,TRBV12-2,142162383,142162825
16,RNU6-1110P,58418346,58418446
17,,67473280,67497896
HG7_PATCH,TRBV7-5,142195614,142196085
2,RNU6-942P,26265544,26265650
3,,99940365,99940436
16,,58455230,58496374
Y,ZNF736P11Y,25012691,25013903
17,,67547499,67550002
3,VTI1BP1,99944218,99944917
1,NRD1,52254863,52344477
14,SRP54,35451163,35498773
HG7_PATCH,TRBV21-1,142378492,142378952
2,,198557830,198639547
3,,100080031,100080481
4,AREGB,75480629,75490486
HG7_PATCH,TRBV22-1,142383314,142383764
3,,100364965,100365041
2,,26324186,26325005
11,HSPB2-C11orf52,111783460,111797595
16,RNU6-103P,58530812,58530918
17,,67573392,67899141
3,GMFBP1,100383894,100384320
16,SNORA46,58582403,58582537
11,C11orf52,111788756,111797596
2,MARS2,198570087,198573113
11,OR51M1,5410607,5411664
HG7_PATCH,TRBVA,142421876,142422330
16,SNORA50,58593700,58593835
22,C22orf29,19833661,19842419
HG7_PATCH,TRBV26,142436169,142436653
3,,100629819,100631019
2,,26363132,26364133
16,,58631493,58631849
17,GPR179,36481413,36499730
HG7_PATCH,,142445732,142458950
2,CKAP2L,113493930,113522254
11,OR51J1,5423827,5424777
3,RNU6-865P,100671471,100671577
16,,58652579,58652668
3,ACTR3P3,100881938,100882830
17,,67703334,67703514
16,,58767816,59142878
11,OR51Q1,5443341,5444436
HG7_PATCH,TRBVB,142451885,142452425
17,,67945002,67945088
9,IFT74,26947037,27062928
15,ZWILCH,66797297,66842115
8,MROH6,144648357,144655141
HG7_PATCH,PGBD4P1,142462860,142463266
2,SMARCE1P6,26372073,26373600
17,,67957848,67979679
2,ANKRD36B,98108978,98206428
HG7_PATCH,PRSS3P1,142500930,142504458
11,OR51I1,5461800,5462744
8,,93895865,93898013
11,OR51I2,5474638,5475707
HG7_PATCH,,142511506,142515082
4,SCRG1,174305852,174327531
2,,26382892,26384005
6,RNASET2,167342992,167370679
19,SEPW1,48281829,48287943
8,C8orf87,94146324,94179079
2,UGP2,64068074,64118696
10,MMP21,127455022,127464390
HG7_PATCH,,142521598,142525182
2,ARL6IP6,153574407,153617767
11,OR52D1,5509915,5510979
12,,68323015,68363797
7,MTND4P6,116903971,116904442
HG7_PATCH,WBP1LP1,142539536,142540431
8,,94241867,94242388
HSCHR6_MHC_APD,LST1,31565222,31568007
HG7_PATCH,,142636796,142653708
12,,68371887,68372167
7,,116904447,116904584
2,PPIL1P1,26384925,26385423
11,UBQLN3,5528530,5531215
14,,24505662,24520580
HG7_PATCH,OR9P1P,142807823,142808190
19,UBE2S,55912652,55919145
11,TSSC4,2421718,2425106
7,,116940915,116962290
12,IFNG-AS1,68383225,68628466
11,EHBP1L1,65343509,65360121
HG7_PATCH,OR6W1P,142822936,142824191
2,SIX3,45168902,45173216
7,,117080036,117080834
6,MED20,41873092,41888877
6,C6orf203,107349407,107372546
4,HAND2,174446120,174451380
18,NEDD4L,55711599,56068772
2,,26894122,26897332
17,,67982127,67982235
X,MAP3K15,19378174,19533379
14,,73396320,73396638
1,STPG1,24683489,24743424
17,,68013465,68125000
8,NAT2,18248755,18258728
5,,21481436,21484120
HG736_PATCH,ZNF479,57187307,57207557
5,AFF4,132211071,132299326
16,CLCN7,1494935,1525581
17,LINC01028,68047418,68064236
HG736_PATCH,,56933773,56933842
2,,26901087,26901378
HG736_PATCH,,56943078,56949839
2,AAK1,69688532,69901481
12,LRP1,57522276,57607134
19,ZNF284,44576297,44593766
17,SOCS7,36508111,36556019
12,RPL39P28,68395174,68395328
21,BRWD1,40556102,40693485
12,DCD,55038375,55042277
HG736_PATCH,,57008034,57012046
2,BOLL,198591603,198651486
7,,153723372,153735689
5,,21493692,21494062
18,TRAPPC8,29409136,29533099
5,,21569864,21570154
19,SHISA7,55940107,55954230
1,ARNT,150782181,150849244
7,,153752670,153756646
12,HNRNPA1P70,68429547,68430633
7,,153789286,153793128
12,,68537098,68537470
7,,154630098,154657193
6,CUTA,33384219,33386094
5,UBLCP1,158690089,158713044
HG736_PATCH,MIR4283-1,57023478,57023557
HG736_PATCH,MIR4283-2,57023478,57023557
2,CDKN2AIPNLP2,27050037,27050388
7,,154742936,154743898
11,UBQLNL,5535623,5537935
7,,154748139,154748817
12,,68726668,68845443
16,RNU6-1155P,58778155,58778261
7,PAXIP1-AS1,154795158,154797413
5,,21616371,21779631
16,RN7SL143P,58804428,58804722
17,SPATA20,48620419,48633213
5,FBXL21,135266006,135287280
4,FBXO8,175157809,175205415
16,GEMIN8P2,58810444,58811467
12,,112019179,112019607
6,SAPCD1,31730576,31732628
3,SLC25A26,66119285,66438540
5,TSSK1B,112768251,112770728
16,,58859795,58860272
2,SIX2,45232300,45236569
12,,112037302,112038060
2,,27173176,27232675
2,CXCR2,218990012,219001976
HG736_PATCH,,57032941,57033200
5,,21734320,21734413
16,,58881711,58914117
20,TBC1D20,416124,443197
17,MIEN1,37884749,37887040
19,ZNF224,44598492,44612479
2,CIB4,26804070,26864236
16,RPS27P27,59122741,59122995
19,TPRX1,48304500,48322308
16,,59200855,59201056
6,GMPR,16238811,16295780
16,,59448677,59448749
16,RNU4-58P,59574030,59574170
2,,27207644,27237480
16,,59689506,59690240
19,ISOC2,55964352,55973710
16,APOOP5,59788365,59788930
2,CLASP1,122095352,122407163
10,UROS,127477146,127511817
16,,59889257,60087875
7,,36268230,36268493
16,,60058482,60059045
6,HFE,26087509,26098571
7,SVOPL,138279030,138386097
7,,36268889,36270716
7,,117127791,117127983
16,,60391118,60391378
